	Date	Retailer	Company	Margin	Amount
4023	3/6/2020	Cash	AnchorVolt Industries	669.81	2607.00
4024	3/6/2020	Cash	AnchorVolt Industries	284.40	1095.68
4025	3/6/2020	Cash	AnchorVolt Industries	215.12	838.28
4026	3/6/2020	Cash	AnchorVolt Industries	340.40	1313.00
4027	3/6/2020	Cash	AnchorVolt Industries	732.33	2614.00
4028	3/6/2020	Cash	AnchorVolt Industries	1807.69	4407.76
4029	3/6/2020	Cash	AnchorVolt Industries	305.26	1171.80
4030	3/6/2020	Cash	AnchorVolt Industries	66.88	244.04
4031	3/6/2020	Cash	AnchorVolt Industries	154.19	598.90
4032	3/6/2020	Cash	AnchorVolt Industries	188.58	733.12
4033	3/6/2020	Cash	HavellCore Technologies	45.80	78.28
4034	3/6/2020	Cash	OrionVolt Systems	176.41	1219.00
4035	3/6/2020	Cash	OrionVolt Systems	102.67	369.40
4036	3/6/2020	PowerPulse	HavellVolt Solutions	303.50	7012.00
4037	3/6/2020	VoltZone	HavellVolt Solutions	297.50	7007.00
4038	3/6/2020	ElectroMotive	HavellVolt Solutions	300.50	7009.00
4039	3/7/2020	PulseCraft Depot	ApexVolt Industries	7.67	35.00
4040	3/7/2020	PulseCraft Depot	ApexVolt Industries	5.82	31.00
4041	3/7/2020	PulseCraft Depot	DynoVolt Engineering	25.52	56.40
4042	3/7/2020	PulseCraft Depot	OrionVolt Systems	20.08	47.00
4043	3/7/2020	ElectroFusion	AnchorVolt Industries	1046.07	8400.00
4044	3/7/2020	ElectroFusion	AnchorVolt Industries	1050.05	7294.00
4045	3/7/2020	ElectroFusion	AnchorVolt Industries	259.61	1780.80
4046	3/7/2020	ElectroFusion	AnchorVolt Industries	216.75	1484.00
4047	3/7/2020	ElectroFusion	AnchorVolt Industries	736.52	5199.00
4048	3/7/2020	ElectroFusion	AnchorVolt Industries	720.25	5131.80
4049	3/7/2020	ElectroFusion	AnchorVolt Industries	632.65	4461.00
4050	3/7/2020	ElectroFusion	AnchorVolt Industries	447.70	3156.50
4051	3/7/2020	ElectroFusion	AnchorVolt Industries	441.31	3124.40
4052	3/7/2020	ElectroFusion	AnchorVolt Industries	220.28	1559.20
4053	3/7/2020	ElectroFusion	AnchorVolt Industries	209.75	1494.00
4054	3/7/2020	ElectroFusion	AnchorVolt Industries	170.41	1201.20
4055	3/7/2020	ElectroFusion	AnchorVolt Industries	287.55	2003.40
4056	3/7/2020	ElectroFusion	AnchorVolt Industries	379.17	2680.20
4057	3/7/2020	ElectroFusion	AnchorVolt Industries	944.19	5570.00
4058	3/7/2020	ElectroFusion	AnchorVolt Industries	1171.54	4824.00
4059	3/7/2020	ElectroFusion	AnchorVolt Industries	1208.97	3575.60
4060	3/7/2020	ElectroFusion	AnchorVolt Industries	571.64	4084.00
4061	3/7/2020	ElectroFusion	AnchorVolt Industries	251.61	1780.80
4062	3/7/2020	ElectroFusion	AnchorVolt Industries	239.01	1671.50
4063	3/7/2020	ElectroFusion	AnchorVolt Industries	481.17	3421.20
4064	3/7/2020	ElectroFusion	AnchorVolt Industries	298.95	2086.60
4065	3/7/2020	ElectroFusion	AnchorVolt Industries	232.55	1633.40
4066	3/7/2020	ElectroFusion	AnchorVolt Industries	403.17	2861.70
4067	3/7/2020	ElectroFusion	AnchorVolt Industries	372.77	2604.00
4068	3/7/2020	Cash	BharatElectra Works	579.91	7910.40
4069	3/7/2020	Cash	BharatElectra Works	53.12	274.72
4070	3/4/2020	PowerEdge	SupraElectra Industries	1038.80	7010.00
4071	3/4/2020	PowerEdge	ElectroSaar Fabricators	99.60	552.00
4072	3/4/2020	PulseCraft Depot	BharatElectra Works	28.14	264.00
4073	3/4/2020	PulseCraft Depot	SupraVolt Manufacturing	28.66	64.00
4074	3/4/2020	PulseCraft Depot	SupraVolt Manufacturing	29.00	36.30
4075	3/4/2020	PulseCraft Depot	SupraVolt Manufacturing	12.58	20.00
4076	3/3/2020	Cash	HavellVolt Solutions	416.25	3784.00
4077	3/3/2020	Cash	Others	21.00	26.00
4078	3/3/2020	Cash	BharatElectra Works	14.82	70.60
4079	3/3/2020	PulseCraft Depot	BharatElectra Works	25.91	184.00
4080	3/3/2020	PulseCraft Depot	BharatElectra Works	36.40	218.00
4081	3/3/2020	PulseCraft Depot	BharatElectra Works	36.95	114.00
4082	3/3/2020	PulseCraft Depot	SupraVolt Manufacturing	12.10	35.00
4083	3/3/2020	Cash	ApexVolt Industries	99.50	116.00
4084	3/3/2020	Cash	AnchorVolt Industries	74.77	209.00
4085	3/3/2020	Cash	BharatElectra Works	30.45	110.00
4086	3/3/2020	Cash	SupraVolt Manufacturing	24.14	46.00
4087	3/2/2020	PulseCraft Depot	AnchorVolt Industries	36.79	131.81
4088	3/2/2020	PulseCraft Depot	SupraVolt Manufacturing	230.09	410.22
4089	3/2/2020	PulseCraft Depot	SupraVolt Manufacturing	143.50	309.46
4090	3/2/2020	PulseCraft Depot	SupraVolt Manufacturing	102.66	201.43
4091	3/2/2020	PulseCraft Depot	SupraVolt Manufacturing	24.34	59.08
4092	3/2/2020	PulseCraft Depot	SupraVolt Manufacturing	41.61	65.10
4093	3/2/2020	PulseCraft Depot	SupraVolt Manufacturing	22.82	61.60
4094	3/2/2020	PulseCraft Depot	SupraVolt Manufacturing	174.76	349.52
4095	3/10/2020	VoltStream	SupraVolt Manufacturing	1230.05	2078.00
4096	3/11/2020	Cash	AnchorVolt Industries	191.86	698.15
4097	3/11/2020	Cash	AnchorVolt Industries	198.09	822.00
4098	3/11/2020	Cash	AnchorVolt Industries	111.39	445.99
4099	3/11/2020	Cash	AnchorVolt Industries	80.09	331.96
4100	3/11/2020	Cash	AnchorVolt Industries	171.15	728.99
4101	3/11/2020	Cash	AnchorVolt Industries	170.29	597.50
4102	3/11/2020	Cash	AnchorVolt Industries	335.44	1307.12
4103	3/11/2020	Cash	AnchorVolt Industries	272.45	1161.25
4104	3/11/2020	Cash	AnchorVolt Industries	67.29	252.24
4105	3/11/2020	Cash	AnchorVolt Industries	118.18	461.00
4106	3/11/2020	Cash	AnchorVolt Industries	136.93	463.64
4107	3/11/2020	Cash	AnchorVolt Industries	374.50	1045.00
4108	3/11/2020	Cash	AnchorVolt Industries	131.48	525.88
4109	3/11/2020	Cash	HavellCore Technologies	17.25	112.00
4110	3/11/2020	Cash	PowerShakti Engineering	148.65	1147.76
4111	3/11/2020	Cash	Others	-37.42	159.00
4112	3/11/2020	Cash	Others	41.19	127.50
4113	3/11/2020	Cash	VoltIndus Fabrications	81.57	362.40
4114	3/11/2020	Cash	VoltIndus Fabrications	75.57	371.40
4115	3/11/2020	Cash	VoltIndus Fabrications	79.57	362.40
4116	3/11/2020	Cash	BharatElectra Works	416.75	7792.20
4117	3/11/2020	Cash	BharatElectra Works	90.41	2256.10
4118	3/11/2020	Cash	BharatElectra Works	266.96	7183.40
4119	3/11/2020	Cash	BharatElectra Works	305.41	5538.98
4120	3/11/2020	Cash	SupraVolt Manufacturing	79.65	196.00
4121	3/11/2020	Cash	SupraVolt Manufacturing	93.17	217.00
4122	3/11/2020	Cash	Others	122.65	129.00
4123	3/11/2020	Cash	OrionVolt Systems	219.05	646.00
4124	3/11/2020	Cash	OrionVolt Systems	335.88	603.00
4125	3/11/2020	Cash	BharatVolt Engineering	359.80	394.00
4126	3/10/2020	PowerNexus	Others	335.50	1888.60
4127	3/10/2020	PowerNexus	Others	183.45	1003.60
4128	3/10/2020	PowerNexus	Others	253.50	1429.00
4129	3/11/2020	ElectroFlow	HavellVolt Solutions	204.93	3416.00
4130	3/11/2020	ElectroFlow	HavellVolt Solutions	244.50	6945.00
4131	3/11/2020	ElectroFlow	ElectroSaar Fabricators	65.00	1094.00
4132	3/12/2020	BrightEnergy	AnchorVolt Industries	529.09	8965.00
4133	3/12/2020	BrightEnergy	AnchorVolt Industries	506.72	3575.60
4134	3/12/2020	BrightEnergy	AnchorVolt Industries	2083.84	14840.00
4135	3/12/2020	BrightEnergy	AnchorVolt Industries	810.47	5795.60
4136	3/12/2020	BrightEnergy	AnchorVolt Industries	3491.64	14474.00
4137	3/12/2020	BrightEnergy	AnchorVolt Industries	250.61	1793.80
4138	3/12/2020	BrightEnergy	AnchorVolt Industries	1196.43	8535.00
4139	3/12/2020	BrightEnergy	AnchorVolt Industries	695.67	4901.20
4140	3/12/2020	BrightEnergy	AnchorVolt Industries	380.58	2041.50
4141	3/12/2020	BrightEnergy	AnchorVolt Industries	243.21	1709.60
4142	3/12/2020	BrightCircuit	AnchorVolt Industries	320.08	5386.00
4143	3/12/2020	BrightCircuit	AnchorVolt Industries	258.37	1788.80
4144	3/12/2020	BrightCircuit	AnchorVolt Industries	2420.34	8907.00
4145	3/12/2020	BrightCircuit	AnchorVolt Industries	837.56	5946.00
4146	3/12/2020	BrightCircuit	AnchorVolt Industries	547.33	3868.40
4147	3/12/2020	BrightCircuit	AnchorVolt Industries	632.55	4455.00
4148	3/12/2020	BrightCircuit	AnchorVolt Industries	1172.57	4824.00
4149	3/12/2020	BrightCircuit	AnchorVolt Industries	938.31	6685.00
4150	3/12/2020	BrightCircuit	AnchorVolt Industries	241.10	1718.60
4151	3/12/2020	BrightCircuit	AnchorVolt Industries	463.12	3274.80
4152	3/12/2020	BrightCircuit	AnchorVolt Industries	377.58	2048.50
4153	3/12/2020	BrightElectro	ApexCraft Electric	318.92	2546.16
4154	3/12/2020	BrightElectro	ApexCraft Electric	639.55	3752.68
4155	3/12/2020	BrightElectro	ElectroAnchor Systems	935.41	5458.28
4156	3/12/2020	BrightElectro	ZenithWeld Electric	1455.29	3573.00
4157	3/12/2020	BrightElectro	SupraVolt Manufacturing	124.81	803.00
4158	3/12/2020	CurrentPulse	ApexCraft Electric	914.93	6419.84
4159	3/12/2020	CurrentPulse	ApexCraft Electric	2047.51	14412.32
4160	3/12/2020	CurrentPulse	ElectroAnchor Systems	1019.06	6661.80
4161	3/12/2020	CurrentPulse	BharatElectra Works	304.19	1908.21
4162	3/12/2020	CurrentPulse	OrionVolt Systems	21.81	409.06
4163	3/12/2020	CurrentPulse	OrionVolt Systems	43.05	1022.30
4164	3/12/2020	CurrentPulse	OrionVolt Systems	23.28	585.60
4165	3/10/2020	ElectroSource	AnchorVolt Industries	163.00	1121.00
4166	3/10/2020	PulseCraft Depot	ApexVolt Industries	9.67	52.00
4167	3/10/2020	PulseCraft Depot	AnchorVolt Industries	17.28	44.00
4168	3/10/2020	PulseCraft Depot	Others	14.01	16.00
4169	3/10/2020	PulseCraft Depot	BharatElectra Works	29.79	114.00
4170	3/10/2020	PulseCraft Depot	BharatElectra Works	88.16	310.97
4171	3/10/2020	PulseCraft Depot	SupraVolt Manufacturing	9.56	26.00
4172	3/10/2020	Cash	AnchorVolt Industries	139.63	310.00
4173	3/10/2020	Cash	AnchorVolt Industries	82.42	255.90
4174	3/10/2020	Cash	AnchorVolt Industries	251.65	882.00
4175	3/10/2020	Cash	AnchorVolt Industries	185.46	671.56
4176	3/10/2020	Cash	AnchorVolt Industries	82.26	266.66
4177	3/10/2020	Cash	AnchorVolt Industries	40.59	107.96
4178	3/10/2020	Cash	AnchorVolt Industries	75.99	257.74
4179	3/10/2020	Cash	AnchorVolt Industries	61.66	176.42
4180	3/10/2020	Cash	AnchorVolt Industries	105.01	377.36
4181	3/10/2020	Cash	AnchorVolt Industries	119.25	417.50
4182	3/10/2020	Cash	OrionVolt Systems	77.45	267.00
4183	3/10/2020	Cash	OrionVolt Systems	117.67	258.00
4184	3/10/2020	ElectroSource	AnchorVolt Industries	526.00	4206.00
4185	3/10/2020	ElectroSource	AnchorVolt Industries	528.00	3644.00
4186	3/10/2020	ElectroSource	AnchorVolt Industries	258.60	1793.80
4187	3/10/2020	ElectroSource	AnchorVolt Industries	631.61	4465.00
4188	3/10/2020	ElectroSource	AnchorVolt Industries	321.74	2235.00
4189	3/10/2020	ElectroSource	AnchorVolt Industries	270.40	1938.20
4190	3/10/2020	ElectroSource	AnchorVolt Industries	949.15	5573.00
4191	3/10/2020	ElectroSource	AnchorVolt Industries	482.14	3414.20
4192	3/10/2020	ElectroSource	AnchorVolt Industries	691.62	4911.20
4193	3/12/2020	ElectroSource	AnchorVolt Industries	159.94	2695.00
4194	3/12/2020	ElectroSource	AnchorVolt Industries	257.30	1790.80
4195	3/12/2020	ElectroSource	AnchorVolt Industries	278.09	1939.20
4196	3/12/2020	ElectroSource	AnchorVolt Industries	106.86	750.00
4197	3/12/2020	ElectroSource	AnchorVolt Industries	226.21	1560.20
4198	3/12/2020	ElectroSource	BharatElectra Works	162.38	2315.09
4199	3/13/2020	Cash	Others	14.40	15.20
4200	3/13/2020	Cash	AnchorVolt Industries	72.43	232.05
4201	3/13/2020	Cash	AnchorVolt Industries	21.89	87.99
4202	3/13/2020	Cash	AnchorVolt Industries	70.61	221.30
4203	3/13/2020	Cash	AnchorVolt Industries	64.60	245.33
4204	3/13/2020	Cash	AnchorVolt Industries	57.68	180.45
4205	3/13/2020	Cash	AnchorVolt Industries	19.72	66.06
4206	3/13/2020	Cash	AnchorVolt Industries	95.89	268.00
4207	3/13/2020	Cash	HavellCore Technologies	7.09	36.40
4208	3/13/2020	Cash	Others	30.00	42.00
4209	3/13/2020	Cash	BharatElectra Works	290.56	3631.71
4210	3/13/2020	Cash	SupraVolt Manufacturing	60.04	106.12
4211	3/13/2020	Cash	Others	11.01	23.80
4212	3/13/2020	Cash	Others	120.99	128.00
4213	3/13/2020	Cash	OrionVolt Systems	38.67	71.60
4214	3/13/2020	Cash	FusionAnchor Technologies	23.54	76.60
4215	3/13/2020	Cash	FusionAnchor Technologies	55.67	197.26
4216	3/13/2020	Cash	FusionAnchor Technologies	57.20	199.92
4217	3/13/2020	Cash	DynoGrid Industries	-26.91	809.00
4218	3/13/2020	Cash	Others	110.69	308.40
4219	3/13/2020	Cash	Others	17.68	33.00
4220	3/13/2020	Cash	HavellCore Technologies	10.53	65.00
4221	3/13/2020	Cash	Others	54.21	257.60
4222	3/13/2020	Cash	Others	166.99	3113.20
4223	3/13/2020	Cash	FusionAnchor Technologies	135.34	470.60
4224	3/13/2020	PowerSphere	AnchorVolt Industries	1209.64	4461.00
4225	3/13/2020	PowerSphere	AnchorVolt Industries	317.75	2240.00
4226	3/13/2020	PowerSphere	AnchorVolt Industries	543.31	3859.40
4227	3/13/2020	PowerSphere	AnchorVolt Industries	317.75	2238.00
4228	3/13/2020	PowerSphere	AnchorVolt Industries	654.30	2034.66
4229	3/13/2020	PowerSphere	AnchorVolt Industries	332.34	2348.30
4230	3/13/2020	PowerSphere	AnchorVolt Industries	237.01	1680.50
4231	3/13/2020	PowerSphere	AnchorVolt Industries	400.15	2866.70
4232	3/13/2020	PowerSphere	AnchorVolt Industries	401.15	2870.70
4233	3/13/2020	Cash	ApexVolt Industries	201.76	1895.98
4234	3/13/2020	Cash	AnchorVolt Industries	93.19	1620.80
4235	3/13/2020	Cash	AnchorVolt Industries	766.23	3000.60
4236	3/13/2020	Cash	AnchorVolt Industries	173.67	661.00
4237	3/13/2020	Cash	AnchorVolt Industries	116.87	463.36
4238	3/13/2020	Cash	AnchorVolt Industries	155.65	525.80
4239	3/13/2020	Cash	HavellCore Technologies	12.63	41.60
4240	3/13/2020	Cash	VoltIndus Fabrications	118.10	548.60
4241	3/13/2020	Cash	VoltIndus Fabrications	159.79	729.80
4242	3/13/2020	Cash	VoltIndus Fabrications	140.76	1144.50
4243	3/13/2020	Cash	VoltIndus Fabrications	116.10	546.60
4244	3/13/2020	Cash	SupraVolt Manufacturing	86.95	262.00
4245	3/13/2020	Cash	OrionVolt Systems	122.92	460.50
4246	3/13/2020	Cash	OrionVolt Systems	264.43	504.00
4247	3/13/2020	ElectroSource	BharatElectra Works	274.19	3197.10
4248	3/13/2020	PowerSphere	AnchorVolt Industries	606.59	4630.00
4249	3/13/2020	PowerSphere	SupraVolt Manufacturing	203.00	813.00
4250	3/13/2020	PowerSphere	SupraVolt Manufacturing	273.62	1162.67
4251	3/13/2020	PowerSphere	SupraVolt Manufacturing	3326.41	8773.21
4252	3/13/2020	PowerSphere	SupraVolt Manufacturing	160.87	685.02
4253	3/13/2020	PowerSphere	SupraVolt Manufacturing	3776.25	9112.22
4254	3/13/2020	PowerSphere	SupraVolt Manufacturing	1839.69	4226.60
4255	3/13/2020	PowerSphere	SupraVolt Manufacturing	220.42	552.00
4256	3/13/2020	PowerSphere	SupraVolt Manufacturing	214.42	556.00
4257	3/13/2020	PowerSphere	OrionVolt Systems	271.82	1938.00
4258	3/13/2020	PowerSphere	OrionVolt Systems	268.60	1946.00
4259	3/13/2020	PowerSphere	OrionVolt Systems	468.50	1270.00
4260	3/13/2020	PowerSphere	OrionVolt Systems	501.00	1413.20
4261	3/14/2020	ElectroSource	BharatElectra Works	338.60	6128.87
4262	3/14/2020	ElectroSource	BharatElectra Works	735.45	9580.31
4263	3/14/2020	ElectroSource	BharatElectra Works	558.74	9232.38
4264	3/14/2020	ElectroSource	BharatElectra Works	1277.57	18426.58
4265	3/3/2020	Cash	HavellVolt Solutions	214.13	1898.00
4266	3/14/2020	PulseCraft Depot	BharatElectra Works	184.08	2361.80
4267	3/14/2020	PulseCraft Depot	ElectroSaar Fabricators	11.40	39.00
4268	2/25/2020	Cash	BharatElectra Works	53.36	1198.00
4269	3/14/2020	ElectroSource	AnchorVolt Industries	59.00	897.00
4270	3/14/2020	ElectroSource	VoltIndus Fabrications	91.20	652.00
4271	3/14/2020	ElectroSource	VoltIndus Fabrications	44.60	323.00
4272	3/14/2020	ElectroSource	VoltIndus Fabrications	90.20	651.00
4273	3/14/2020	ElectroSource	AnchorVolt Industries	522.00	3645.00
4274	3/14/2020	ElectroSource	AnchorVolt Industries	258.34	1785.80
4275	3/14/2020	ElectroSource	AnchorVolt Industries	421.48	2981.00
4276	3/14/2020	ElectroSource	AnchorVolt Industries	731.48	5204.00
4277	3/14/2020	ElectroSource	AnchorVolt Industries	1042.35	7432.00
4278	3/14/2020	ElectroSource	AnchorVolt Industries	502.81	3573.60
4279	3/14/2020	ElectroSource	AnchorVolt Industries	546.28	3861.40
4280	3/14/2020	ElectroSource	AnchorVolt Industries	221.14	1562.20
4281	3/14/2020	ElectroSource	AnchorVolt Industries	217.74	1491.00
4282	3/14/2020	ElectroSource	AnchorVolt Industries	297.94	2085.60
4283	3/14/2020	ElectroSource	AnchorVolt Industries	185.67	1262.40
4284	3/14/2020	ElectroSource	AnchorVolt Industries	1163.50	4829.00
4285	3/14/2020	ElectroSource	AnchorVolt Industries	488.14	3425.20
4286	3/14/2020	ElectroSource	AnchorVolt Industries	630.48	4464.00
4287	3/14/2020	ElectroSource	AnchorVolt Industries	482.14	3415.20
4288	3/14/2020	ElectroSource	AnchorVolt Industries	749.11	4082.00
4289	3/15/2020	WattZone	AnchorVolt Industries	482.14	3415.20
4290	3/15/2020	WattZone	AnchorVolt Industries	279.40	1930.20
4291	3/15/2020	Cash	OrionVolt Systems	2.56	39.60
4292	3/15/2020	Cash	OrionVolt Systems	62.16	307.00
4293	3/17/2020	Cash	ApexVolt Industries	105.83	518.46
4294	3/17/2020	Cash	HavellVolt Solutions	345.06	1933.00
4295	3/17/2020	Cash	BharatElectra Works	359.26	1273.00
4296	3/17/2020	Cash	BharatElectra Works	237.63	1640.18
4297	3/17/2020	Cash	BharatElectra Works	195.98	1111.09
4298	3/17/2020	Cash	BharatElectra Works	260.21	1563.00
4299	3/17/2020	Cash	SupraVolt Manufacturing	50.41	97.00
4300	3/17/2020	Cash	SupraVolt Manufacturing	41.95	112.80
4301	3/17/2020	Cash	DynoHavell Systems	3133.48	16371.88
4302	3/16/2020	PulseCraft Depot	AnchorGrid Works	183.84	202.00
4303	3/16/2020	PulseCraft Depot	SupraVolt Manufacturing	21.05	138.88
4304	3/16/2020	WattWizard	BharatElectra Works	398.96	4812.78
4305	3/16/2020	WattWizard	SupraVolt Manufacturing	91.82	816.00
4306	3/16/2020	WattWizard	SupraVolt Manufacturing	68.82	498.60
4307	3/16/2020	WattWizard	SupraVolt Manufacturing	61.88	473.00
4308	3/16/2020	WattWizard	Others	165.00	173.00
4309	3/16/2020	WattWizard	OrionVolt Systems	34.26	204.20
4310	3/16/2020	WattWizard	OrionVolt Systems	88.82	593.60
4311	3/16/2020	WattWizard	OrionVolt Systems	81.78	593.60
4312	3/16/2020	WattWizard	OrionVolt Systems	82.35	579.60
4313	3/16/2020	WattWizard	OrionVolt Systems	519.28	1513.20
4314	3/16/2020	WattWizard	OrionVolt Systems	213.97	1099.60
4315	3/16/2020	WattWizard	OrionVolt Systems	46.90	376.56
4316	3/16/2020	WattWizard	OrionVolt Systems	38.36	442.00
4317	3/18/2020	Cash	Others	74.68	245.20
4318	3/18/2020	Cash	Others	34.83	79.34
4319	3/18/2020	Cash	PowerShakti Engineering	56.94	1719.60
4320	3/18/2020	Cash	PowerShakti Engineering	68.12	482.40
4321	3/18/2020	Cash	Others	3.15	88.40
4322	3/18/2020	Cash	Others	37.84	202.40
4323	3/18/2020	Cash	PowerMatic Havells	232.22	661.20
4324	3/18/2020	Cash	OrionVolt Systems	323.93	962.00
4325	3/18/2020	Cash	FusionAnchor Technologies	215.79	861.11
4326	3/18/2020	Cash	FusionAnchor Technologies	55.79	247.64
4327	3/18/2020	Cash	FusionAnchor Technologies	92.17	369.90
4328	3/18/2020	Cash	FusionAnchor Technologies	138.58	738.12
4329	3/18/2020	Cash	FusionAnchor Technologies	198.13	1001.46
4330	3/18/2020	Cash	FusionAnchor Technologies	118.44	624.75
4331	3/18/2020	Cash	ElectroSaar Fabricators	16.84	61.90
4332	3/18/2020	Cash	ElectroSaar Fabricators	64.37	371.00
4333	3/17/2020	Cash	HavellCore Technologies	4.76	16.79
4334	3/17/2020	Cash	Others	25.27	52.00
4335	3/17/2020	Cash	VoltIndus Fabrications	462.62	2156.40
4336	3/17/2020	Cash	Others	15.01	16.80
4337	3/17/2020	Cash	Others	140.40	162.00
4338	3/17/2020	Cash	OrionVolt Systems	31.20	104.00
4339	3/17/2020	Cash	OrionVolt Systems	119.48	330.50
4340	3/17/2020	Cash	HavellVolt Solutions	181.46	1800.00
4341	3/17/2020	VoltEmpire	SupraVolt Manufacturing	553.34	2329.36
4342	3/17/2020	VoltEmpire	SupraVolt Manufacturing	1257.53	3034.07
4343	3/17/2020	VoltEmpire	SupraVolt Manufacturing	921.93	2116.30
4344	3/17/2020	VoltEmpire	SupraVolt Manufacturing	594.14	3860.00
4345	3/17/2020	VoltEmpire	SupraVolt Manufacturing	338.82	1428.67
4346	3/17/2020	VoltEmpire	SupraVolt Manufacturing	301.35	767.88
4347	3/17/2020	PulseCraft Depot	BharatElectra Works	60.29	437.97
4348	3/17/2020	PulseCraft Depot	SupraVolt Manufacturing	14.76	28.00
4349	3/17/2020	PulseCraft Depot	SupraVolt Manufacturing	18.44	81.60
4350	3/17/2020	PulseCraft Depot	OrionVolt Systems	14.22	38.28
4351	3/17/2020	PulseCraft Depot	BharatElectra Works	53.09	544.00
4352	3/17/2020	PulseCraft Depot	SupraVolt Manufacturing	41.69	77.00
4353	3/17/2020	PulseCraft Depot	SupraVolt Manufacturing	27.09	64.00
4354	3/17/2020	PulseCraft Depot	OrionVolt Systems	15.08	48.50
4355	3/17/2020	PulseCraft Depot	OrionVolt Systems	18.91	79.64
4356	3/18/2020	Cash	DynoGrid Industries	286.28	4117.00
4357	3/18/2020	Cash	Others	295.29	812.40
4358	3/18/2020	Cash	Others	67.58	484.80
4359	3/18/2020	Cash	DynoAnchor Works	23.96	148.80
4360	3/18/2020	Cash	Others	43.45	155.20
4361	3/18/2020	Cash	Others	242.89	1095.80
4362	3/18/2020	Cash	Others	204.75	2795.00
4363	3/18/2020	Cash	Others	43.35	128.60
4364	3/18/2020	Cash	PowerShakti Engineering	12.24	1205.20
4365	3/18/2020	Cash	Others	-0.03	36.20
4366	3/18/2020	Cash	Others	1.08	44.20
4367	3/18/2020	Cash	PowerMatic Havells	76.75	230.40
4368	3/18/2020	Cash	FusionAnchor Technologies	85.05	287.91
4369	3/18/2020	Cash	FusionAnchor Technologies	30.98	139.40
4370	3/18/2020	Cash	FusionAnchor Technologies	32.22	113.19
4371	3/18/2020	Cash	FusionAnchor Technologies	77.70	279.00
4372	3/18/2020	Cash	FusionAnchor Technologies	87.72	319.50
4373	3/18/2020	Cash	FusionAnchor Technologies	368.11	974.60
4374	3/18/2020	Cash	ElectroSaar Fabricators	19.60	93.00
4375	3/18/2020	Cash	HavellVolt Solutions	251.13	1944.00
4376	3/18/2020	PulseCraft Depot	VoltIndus Fabrications	21.81	101.00
4377	3/18/2020	PulseCraft Depot	VoltIndus Fabrications	18.30	63.00
4378	3/18/2020	PulseCraft Depot	BharatElectra Works	93.51	786.00
4379	3/18/2020	Cash	Others	18.44	101.00
4380	3/18/2020	Cash	OrionVolt Systems	328.76	957.00
4381	3/18/2020	Cash	ElectroSaar Fabricators	5.77	19.48
4382	3/19/2020	Cash	BharatElectra Works	32.30	426.00
4383	3/19/2020	Cash	BharatElectra Works	160.18	678.00
4384	3/19/2020	PulseCraft Depot	ApexCraft Electric	71.77	359.00
4385	3/19/2020	CurrentPulse	AnchorVolt Industries	152.20	1491.00
4386	3/20/2020	BrightSource	ElectraBharat Manufacturing	26.34	261.14
4387	3/20/2020	BrightSource	ElectraBharat Manufacturing	35.29	270.14
4388	3/20/2020	BrightSource	SupraVolt Manufacturing	58.06	340.39
4389	3/20/2020	BrightSource	SupraVolt Manufacturing	205.89	819.00
4390	3/20/2020	BrightSource	SupraVolt Manufacturing	65.58	559.00
4391	3/20/2020	BrightSource	SupraVolt Manufacturing	94.00	667.80
4392	3/20/2020	BrightSource	OrionVolt Systems	62.55	795.00
4393	3/20/2020	BrightSource	ElectroSaar Fabricators	92.97	371.00
4394	3/20/2020	WattWizard	Others	164.96	1741.00
4395	3/20/2020	WattWizard	Others	24.84	410.00
4396	3/20/2020	WattWizard	PowerMatic Havells	40.90	316.00
4397	3/20/2020	WattWizard	PowerMatic Havells	91.76	778.00
4398	3/21/2020	PowerSphere	AnchorVolt Industries	681.82	3941.00
4399	3/21/2020	PowerSphere	AnchorVolt Industries	292.39	1602.60
4400	3/21/2020	PowerSphere	AnchorVolt Industries	391.09	2720.10
4401	3/21/2020	PowerSphere	AnchorVolt Industries	263.07	5054.00
4402	3/21/2020	PowerSphere	AnchorVolt Industries	528.05	4200.00
4403	3/21/2020	PowerSphere	AnchorVolt Industries	721.28	5130.80
4404	3/21/2020	PowerSphere	AnchorVolt Industries	111.01	756.00
4405	3/21/2020	PowerSphere	AnchorVolt Industries	374.17	2675.20
4406	3/21/2020	PowerSphere	AnchorVolt Industries	154.48	1049.80
4407	3/21/2020	PowerSphere	AnchorVolt Industries	498.98	3561.60
4408	3/21/2020	PowerSphere	AnchorVolt Industries	185.68	1264.40
4409	3/21/2020	PowerSphere	AnchorVolt Industries	319.77	2234.00
4410	3/21/2020	PowerSphere	AnchorVolt Industries	565.93	3353.00
4411	3/21/2020	PowerSphere	AnchorVolt Industries	1871.75	5792.60
4412	3/21/2020	PowerSphere	AnchorVolt Industries	943.56	6687.00
4413	3/21/2020	PowerSphere	AnchorVolt Industries	547.85	3870.40
4414	3/21/2020	BrightEnergy	AnchorVolt Industries	9654.03	10394.00
4415	3/21/2020	BrightEnergy	AnchorVolt Industries	2764.01	2974.00
4416	3/21/2020	BrightEnergy	AnchorVolt Industries	2938.26	3155.50
4417	3/21/2020	BrightEnergy	AnchorVolt Industries	2902.81	3126.40
4418	3/21/2020	BrightEnergy	AnchorVolt Industries	3730.61	4010.80
4419	3/21/2020	BrightEnergy	AnchorVolt Industries	4963.81	5344.40
4420	3/21/2020	BrightEnergy	AnchorVolt Industries	6615.41	7135.20
